cluster,state,date_announced,date_last_onset,category,status
KLUSTER INDUSTRI JALAN MAWAR,4,2021-06-18,2021-07-14,workplace,ended
KLUSTER TEMBOK TAIPING 2,8,2021-06-18,2021-07-24,detentionCentre,ended
KLUSTER JALAN BIDOR,8,2021-06-18,2021-08-13,workplace,ended
KLUSTER INDUSTRI AYER KEROH,4,2021-06-18,2021-08-18,workplace,ended
KLUSTER JALAN TUJUH SELATAN DUA,10,2021-06-19,2021-06-18,workplace,ended
KLUSTER SUNGAI BANUN,13,2021-06-19,2021-06-18,community,ended
KLUSTER INDUSTRI ALAM JAYA 2/1,10,2021-06-19,2021-06-18,workplace,ended
KLUSTER TAPAK BINA PERDAGANGAN DANA,10,2021-06-19,2021-06-18,workplace,ended
KLUSTER INDUSTRI JALAN DUA,10,2021-06-19,2021-06-18,workplace,ended
KLUSTER TEMBOK KLUANG,1,2021-06-19,2021-06-18,detentionCentre,ended
KLUSTER DAH TIONG,2,2021-06-19,2021-06-24,highRisk,ended
KLUSTER JALAN VITA DUA,"10,16",2021-06-19,2021-06-24,workplace,ended
KLUSTER TAPAK BINA JALAN PERUMAHAN GURNEY,"14,16",2021-06-19,2021-06-25,workplace,ended
KLUSTER TEBAKANG DAYAK,13,2021-06-19,2021-06-28,community,ended
KLUSTER KAMPUNG BEDAL,3,2021-06-19,2021-06-30,community,ended
KLUSTER JALAN KEMPAS LIMA,1,2021-06-19,2021-07-03,workplace,ended
KLUSTER SELINDANG,6,2021-06-19,2021-07-04,workplace,ended
KLUSTER JALAN KENYALANG,1,2021-06-19,2021-07-04,workplace,ended
KLUSTER TAMAN DAMAI,3,2021-06-19,2021-07-05,community,ended
KLUSTER TEMBOK LABUAN,15,2021-06-19,2021-07-07,detentionCentre,ended
KLUSTER TANJUNG BIN DUA,1,2021-06-19,2021-07-10,workplace,ended
KLUSTER INDUSTRI JALAN P1 AYER KEROH,4,2021-06-19,2021-07-13,workplace,ended
KLUSTER TEMBOK MANTIN,5,2021-06-19,2021-07-14,detentionCentre,ended
KLUSTER JALAN TENGAH,1,2021-06-19,2021-07-17,community,ended
KLUSTER TAMAN MERBAU UTAMA,3,2021-06-19,2021-07-22,community,ended
KLUSTER DAH INDUSTRI JABI,2,2021-06-19,2021-07-25,workplace,ended
KLUSTER MONGKOS 2,13,2021-06-19,2021-07-27,community,ended
KLUSTER TEMBOK MACHANG,3,2021-06-19,2021-08-29,detentionCentre,ended
KLUSTER KAMPUNG KUBANG PANJANG,3,2021-06-20,2021-06-19,workplace,ended
KLUSTER KAMPUNG PULAU PANJANG,3,2021-06-20,2021-06-19,community,ended
KLUSTER TAPAK BINA PERINDUSTRIAN OLAK LEMPIT,10,2021-06-20,2021-06-19,workplace,ended
KLUSTER KAMPUNG TOK KAMIS,3,2021-06-20,2021-06-27,community,ended
KLUSTER BELADAU SELAT,11,2021-06-20,2021-06-27,community,ended
KLUSTER LORONG PERLIS EMPAT,13,2021-06-20,2021-06-30,community,ended
KLUSTER IRIS GARDEN,13,2021-06-20,2021-06-30,highRisk,ended
KLUSTER TAPAK BINA JALAN SERI TANJUNG PINANG,7,2021-06-20,2021-06-30,workplace,ended
KLUSTER JALAN BUNDUSAN,12,2021-06-20,2021-07-05,workplace,ended
KLUSTER INDUSTRI SOLOK WAJA SATU,10,2021-06-20,2021-07-05,workplace,ended
KLUSTER KAMPUNG NELAYAN TENGAH,12,2021-06-20,2021-07-06,community,ended
KLUSTER TAPAK BINA PERSIARAN HAMIDIAH,10,2021-06-20,2021-07-09,workplace,ended
KLUSTER JALAN KEMBOJA TUJUH,5,2021-06-20,2021-07-14,highRisk,ended
KLUSTER INDUSTRI MERANTI DUA,10,2021-06-20,2021-07-17,workplace,ended
KLUSTER LORONG EMPAT JERANTUT,6,2021-06-20,2021-07-18,workplace,ended
KLUSTER INDUSTRI LUKUT TIGA,5,2021-06-20,2021-07-20,workplace,ended
KLUSTER INDERA MAHKOTA 16,6,2021-06-20,2021-07-21,workplace,ended
KLUSTER SALAMIS,1,2021-06-20,2021-07-23,import,ended
KLUSTER TEMBOK SUNGAI UDANG 2,4,2021-06-20,2021-08-13,detentionCentre,ended
KLUSTER INDUSTRI LEBUH SATU,10,2021-06-20,2021-08-24,workplace,ended
KLUSTER INDUSTRI JALAN ENGGANG AMPANG,10,2021-06-21,2021-06-20,workplace,ended
KLUSTER KAMPUNG TIONG,3,2021-06-21,2021-06-20,community,ended
KLUSTER TAPAK BINA GUNUNG SATU,1,2021-06-21,2021-06-20,workplace,ended
KLUSTER JALAN PEKELILING INDUSTRI,1,2021-06-21,2021-06-22,workplace,ended
KLUSTER JALAN BARU TATAU - BINTULU,13,2021-06-21,2021-06-24,workplace,ended
KLUSTER INDUSTRI JATI KIRI,10,2021-06-21,2021-06-26,workplace,ended
KLUSTER JALAN JERAM PASU,3,2021-06-21,2021-06-26,community,ended
KLUSTER KAMPUNG MUARA TEBAS,13,2021-06-21,2021-06-26,community,ended
KLUSTER JALAN BIOTEKNOLOGI DUA,1,2021-06-21,2021-06-27,workplace,ended
KLUSTER SAMEDRA,12,2021-06-21,2021-06-28,workplace,ended
KLUSTER TAMAN RANTAU MAS,3,2021-06-21,2021-07-03,community,ended
KLUSTER QUADRUPLEX LAPAN ENAM,13,2021-06-21,2021-07-04,community,ended
KLUSTER LEBUH KURAU TIGA,7,2021-06-21,2021-07-05,workplace,ended
KLUSTER JALAN TOK JANGGUT,3,2021-06-21,2021-07-08,highRisk,ended
KLUSTER KEVOK,13,2021-06-21,2021-07-08,community,ended
KLUSTER JALAN JELAI - ROMPIN,5,2021-06-21,2021-07-12,workplace,ended
KLUSTER INDUSTRI JALAN BEBAS TIGA,10,2021-06-21,2021-07-13,workplace,ended
KLUSTER INDUSTRI BATU BESAR,10,2021-06-21,2021-07-13,workplace,ended
KLUSTER PERINDUSTRIAN SRI PLENTONG,1,2021-06-21,2021-07-20,workplace,ended
KLUSTER INDUSTRI BUKIT TENGAH,7,2021-06-21,2021-07-23,workplace,ended
KLUSTER SERUDUNG BARU,12,2021-06-21,2021-07-25,community,ended
KLUSTER JALAN MERBOK AYER KEROH,4,2021-06-21,2021-07-30,workplace,ended
KLUSTER JALAN PERMATA 22,10,2021-06-22,2021-06-21,workplace,ended
KLUSTER KAMPUNG KUBANG HAKIM,3,2021-06-22,2021-06-21,community,ended
KLUSTER JALAN SRI HARTAMAS,14,2021-06-22,2021-06-21,workplace,ended
KLUSTER JALAN KEBUN BARU,10,2021-06-22,2021-06-27,workplace,ended
KLUSTER TEMBOK ULU TERIS,10,2021-06-22,2021-06-30,detentionCentre,ended
KLUSTER JALAN MAJU LIMA,1,2021-06-22,2021-07-03,workplace,ended
KLUSTER JALAN LAKSAMANA CHENG HO,4,2021-06-22,2021-07-06,highRisk,ended
KLUSTER DAH PERDANA TINGGI,2,2021-06-22,2021-07-08,education,ended
KLUSTER JALAN KEPONG USAHA,14,2021-06-22,2021-07-08,workplace,ended
KLUSTER SUNGAI LONG SERIPA,13,2021-06-22,2021-07-12,community,ended
KLUSTER JALAN TASIK SELATAN,"14,16",2021-06-22,2021-07-15,workplace,ended
KLUSTER KAMPUNG BUKIT TANAH,3,2021-06-22,2021-07-25,community,ended
KLUSTER TAMAN PUSAT KEPONG,14,2021-06-22,2021-08-02,workplace,ended
KLUSTER INDUSTRI JALAN TEKNOLOGI LIMA NILAI,5,2021-06-22,2021-08-02,workplace,ended
KLUSTER KAMPUNG PULAU TUKANG DOLLAH,3,2021-06-22,2021-08-02,community,ended
KLUSTER INDUSTRI KAMPUNG BUKIT ANGKAT,10,2021-06-22,2021-08-08,workplace,ended
KLUSTER LUNYIM,13,2021-06-22,2021-08-12,community,ended
KLUSTER INDUSTRI JALAN SENAWANG EMPAT,"4,5",2021-06-22,2021-08-12,workplace,ended
KLUSTER TAPAK BINA LALUAN KLANG,10,2021-06-22,2021-08-12,workplace,ended
KLUSTER JALAN PERSIARAN ENAM,10,2021-06-22,2021-09-05,workplace,ended
KLUSTER INDUSTRI SS LAPAN SUNGAI WAY,"10,14",2021-06-22,2021-09-06,workplace,ended
KLUSTER INDUSTRI PERUSAHAAN UTAMA,10,2021-06-23,2021-06-22,workplace,ended
KLUSTER INDUSTRI JALAN KIDAMAI DUA,10,2021-06-23,2021-06-22,workplace,ended
KLUSTER JALAN BANDAR SATU,10,2021-06-23,2021-06-22,workplace,ended
KLUSTER JALAN PERDAGANGAN ALAM JAYA,10,2021-06-23,2021-06-22,workplace,ended
KLUSTER INDUSTRI JALAN BACANG,10,2021-06-23,2021-06-22,workplace,ended
KLUSTER JALAN KUALA TATAU,13,2021-06-23,2021-06-22,community,ended
KLUSTER LORONG TUN MAMAT DUA,4,2021-06-23,2021-06-22,community,ended
KLUSTER JALAN KEMPAS PERMATANG,1,2021-06-23,2021-06-22,workplace,ended
KLUSTER TINGKAT PERUSAHAAN 6A,7,2021-06-23,2021-06-23,workplace,ended
KLUSTER JERUNG SURAU,11,2021-06-23,2021-06-28,community,ended
KLUSTER JALAN RAJA BOT,14,2021-06-23,2021-06-29,workplace,ended
KLUSTER JALAN SEPANG,10,2021-06-23,2021-06-30,highRisk,ended
KLUSTER JALAN KUKUBAN,14,2021-06-23,2021-07-01,workplace,ended
KLUSTER INDUSTRI JALAN MACALISTER,7,2021-06-23,2021-07-06,workplace,ended
KLUSTER TANJONG LELENGAU,13,2021-06-23,2021-07-07,community,ended
KLUSTER JALAN MANGGA SATU,4,2021-06-23,2021-07-07,workplace,ended
KLUSTER SUNGAI KOTAK,13,2021-06-23,2021-07-07,community,ended
KLUSTER TAPAK BINA WARISAN PUTERI,10,2021-06-23,2021-07-12,workplace,ended
KLUSTER NANGA TADA,13,2021-06-23,2021-07-13,community,ended
KLUSTER JALAN ENAM SELATAN DUA,10,2021-06-23,2021-07-15,workplace,ended
KLUSTER TEMBOK JELEBU,"1,5",2021-06-23,2021-07-20,detentionCentre,ended
KLUSTER KAMPUNG SEGAMBUT DALAM,14,2021-06-23,2021-07-29,community,ended
KLUSTER PASAR KEMUNTING,"6,11",2021-06-23,2021-08-07,workplace,ended
KLUSTER INDUSTRI JALAN USAHA DUA,4,2021-06-23,2021-08-22,workplace,ended
KLUSTER TAPAK BINA PERSIARAN ASPIRASI,10,2021-06-24,2021-06-23,workplace,ended
KLUSTER SUNGAI LINAU,10,2021-06-24,2021-06-23,workplace,ended
KLUSTER INDUSTRI RAWANG PERDANA SATU,10,2021-06-24,2021-06-23,workplace,ended
KLUSTER JALAN LANGAT UTAMA SATU,10,2021-06-24,2021-06-23,workplace,ended
KLUSTER SUNGAI SEPARAI,13,2021-06-24,2021-06-27,community,ended
KLUSTER JALAN SENAI JAYA SATU,1,2021-06-24,2021-06-29,community,ended
KLUSTER BRUMAS CAMP,12,2021-06-24,2021-06-30,community,ended
KLUSTER JALAN COX,10,2021-06-24,2021-07-01,highRisk,ended
KLUSTER PERUSAHAAN PANTAI,5,2021-06-24,2021-07-01,workplace,ended
KLUSTER TAMAN TUN DR ISMAIL,14,2021-06-24,2021-07-02,workplace,ended
KLUSTER DAH INDUSTRI SUNGAI GETAH,2,2021-06-24,2021-07-02,workplace,ended
KLUSTER DAH 3/5 INDUSTRI SUNGAI PETANI,2,2021-06-24,2021-07-04,workplace,ended
KLUSTER INDUSTRI JALAN UDANG,10,2021-06-24,2021-07-06,workplace,ended
KLUSTER JALAN SUNGAI ANTU,13,2021-06-24,2021-07-08,workplace,ended
KLUSTER DAH 30 RELONG,2,2021-06-24,2021-07-09,community,ended
KLUSTER INDUSTRI MAHKOTA BERANANG,"5,10",2021-06-24,2021-07-10,workplace,ended
KLUSTER JALAN KELULI INDUSTRI,1,2021-06-24,2021-07-12,workplace,ended
KLUSTER JALAN KUBUR,14,2021-06-24,2021-07-16,community,ended
KLUSTER KAMPUNG KAJANG SEBIDANG,3,2021-06-24,2021-07-16,community,ended
KLUSTER INDUSTRI MURNI LAPAN,1,2021-06-24,2021-07-16,workplace,ended
KLUSTER INDUSTRI JALAN KILANG BESTARI,10,2021-06-24,2021-07-16,workplace,ended
KLUSTER PARIS TIGA,12,2021-06-24,2021-07-18,workplace,ended
KLUSTER TAMAN KURNIA JAYA,3,2021-06-24,2021-07-25,community,ended
KLUSTER JALAN HARUAN TUJUH,5,2021-06-24,2021-07-31,workplace,ended
KLUSTER INDUSTRI JALAN SERULING 57,10,2021-06-24,2021-08-01,workplace,ended
KLUSTER PERMATA SATU 2,5,2021-06-24,2021-08-01,workplace,ended
KLUSTER PULAI JAYA SEMBILAN,8,2021-06-24,2021-08-08,workplace,ended
KLUSTER TAMAN BUKIT ANGKASA,14,2021-06-24,2021-08-10,community,ended
KLUSTER PANTAI RIA,14,2021-06-24,2021-08-10,community,ended
KLUSTER INDUSTRI KILOMETER 17 RAWANG,10,2021-06-25,2021-06-24,workplace,ended
KLUSTER INDUSTRI JALAN NORTON,10,2021-06-25,2021-06-25,workplace,ended
KLUSTER JALAN AMPANG WATER FRONT DUA,"10,14",2021-06-25,2021-06-26,workplace,ended
KLUSTER INDUSTRI JALAN SERULING 59,10,2021-06-25,2021-06-28,workplace,ended
KLUSTER JALAN TAMAN IBU KOTA,14,2021-06-25,2021-07-01,workplace,ended
KLUSTER TAPAK BINA JALAN UTARA,14,2021-06-25,2021-07-01,workplace,ended
KLUSTER JALAN LAKSAMANA INTAN,8,2021-06-25,2021-07-02,community,ended
KLUSTER WAKAF AIK,3,2021-06-25,2021-07-06,workplace,ended
KLUSTER DAH 11 INDUSTRI SUNGAI PETANI,2,2021-06-25,2021-07-08,workplace,ended
KLUSTER JALAN RAJA MUDA MUSA,14,2021-06-25,2021-07-09,workplace,ended
KLUSTER KILOMETER 23 PUNCAK BORNEO,13,2021-06-25,2021-07-10,detentionCentre,ended
KLUSTER JALAN CYBERIA DUA,10,2021-06-25,2021-07-10,workplace,ended
KLUSTER TAPAK BINA MATAHARI 2,14,2021-06-25,2021-07-10,workplace,ended
KLUSTER JALAN KIDURONG LIMA,13,2021-06-25,2021-07-11,workplace,ended
KLUSTER KAILAN TRINGKAP,"6,8",2021-06-25,2021-07-11,workplace,ended
KLUSTER PENGKALAN GELUGOR,11,2021-06-25,2021-07-11,community,ended
KLUSTER JALAN NIRWANA DUA,4,2021-06-25,2021-07-14,workplace,ended
KLUSTER TAPAK BINA JALAN CITY,10,2021-06-25,2021-07-17,workplace,ended
KLUSTER SENTRAL TRIANG,6,2021-06-25,2021-07-22,workplace,ended
KLUSTER JALAN KAMPUNG JAWA,7,2021-06-25,2021-07-23,workplace,ended
KLUSTER TAPAK BINA LEBUH 2,10,2021-06-25,2021-08-08,workplace,ended
KLUSTER INDUSTRI SS LAPAN DUA,10,2021-06-25,2021-09-07,workplace,ended
KLUSTER PENJARA JALAN HARAPAN 2,10,2021-06-26,2021-06-25,detentionCentre,ended
KLUSTER TAPAK BINA PINTASAN SEGAMBUT,14,2021-06-26,2021-06-25,workplace,ended
KLUSTER PLO JALAN PERAK,1,2021-06-26,2021-06-27,workplace,ended
KLUSTER PERMATANG PASIR BACHOK,3,2021-06-26,2021-06-28,community,ended
KLUSTER PERINDUSTRIAN BAKRI SATU,1,2021-06-26,2021-07-04,workplace,ended
KLUSTER TAPAK BINA CYBERSOUTH UTAMA,10,2021-06-26,2021-07-05,workplace,ended
KLUSTER BANDAR RANTAU PANJANG,3,2021-06-26,2021-07-05,workplace,ended
KLUSTER TEMBOK TAWAU,12,2021-06-26,2021-07-07,detentionCentre,ended
KLUSTER JALAN USAHA JAYA,7,2021-06-26,2021-07-09,workplace,ended
KLUSTER NYELUTONG,13,2021-06-26,2021-07-09,community,ended
KLUSTER CHANGKAT INTAN,8,2021-06-26,2021-07-10,highRisk,ended
KLUSTER INDUSTRI JALAN ENAM SALAK TINGGI,10,2021-06-26,2021-07-11,workplace,ended
KLUSTER INDUSTRI SERKAM 2,4,2021-06-26,2021-08-09,workplace,ended
KLUSTER INDUSTRI TANJUNG SURIA,10,2021-06-26,2021-09-16,workplace,ended
KLUSTER INDUSTRI KAMPUNG SUNGAI BAKAU,10,2021-06-27,2021-06-26,workplace,ended
KLUSTER JALAN STAMPIN,13,2021-06-27,2021-06-26,highRisk,ended
KLUSTER TAPAK BINA JALAN BELFIELD,14,2021-06-27,2021-06-27,workplace,ended
KLUSTER INDUSTRI JALAN SUNGAI TUA,10,2021-06-27,2021-06-29,workplace,ended
KLUSTER JALAN 12 KAMPAR,8,2021-06-27,2021-07-03,community,ended
KLUSTER TAPAK BINA JALAN KUCHING,14,2021-06-27,2021-07-05,workplace,ended
KLUSTER TAPAK BINA JALAN KIARA LIMA,14,2021-06-27,2021-07-06,workplace,ended
KLUSTER KAMPUNG GONG DEPU,3,2021-06-27,2021-07-06,community,ended
KLUSTER KUARTERS BATA DUROK,12,2021-06-27,2021-07-09,community,ended
KLUSTER TAPAK BINA JALAN RESIDEN DUA,14,2021-06-27,2021-07-09,workplace,ended
KLUSTER KAMPUNG MELOR LAMA,3,2021-06-27,2021-07-09,community,ended
KLUSTER LINAU KUMPANG,12,2021-06-27,2021-07-12,community,ended
KLUSTER TAPAK BINA JADE,10,2021-06-27,2021-07-15,workplace,ended
KLUSTER PEKELILING TANJUNG 27,1,2021-06-27,2021-07-22,workplace,ended
KLUSTER TEMBOK KOTA KINABALU,12,2021-06-27,2021-08-13,detentionCentre,ended
KLUSTER MURNI SEPANG,10,2021-06-27,2021-09-11,community,ended
KLUSTER INDUSTRI RAWANG BESTARI,10,2021-06-27,2021-10-06,workplace,ended
KLUSTER JALAN GUNUNG LAPAN,1,2021-06-28,2021-06-27,community,ended
KLUSTER JALAN SEMARIANG,13,2021-06-28,2021-06-27,workplace,ended
KLUSTER INDUSTRI JALAN DOLOMITE DUA,10,2021-06-28,2021-06-27,workplace,ended
KLUSTER TAPAK BINA JALAN WANGSA 2,14,2021-06-28,2021-07-04,workplace,ended
KLUSTER BANDAR BARU LUBOK JONG,3,2021-06-28,2021-07-06,workplace,ended
KLUSTER JALAN KEBUN BAKRI,1,2021-06-28,2021-07-06,workplace,ended
KLUSTER LUTENG,13,2021-06-28,2021-07-07,community,ended
KLUSTER DAH SEMBILAN INDUSTRI SUNGAI PETANI,2,2021-06-28,2021-07-08,workplace,ended
KLUSTER INDUSTRI WAJA 2,10,2021-06-28,2021-07-10,workplace,ended
KLUSTER JALAN TANJUNG PUTERI SATU,1,2021-06-28,2021-07-10,workplace,ended
KLUSTER TAPAK BINA JALAN KASIPILLAY,14,2021-06-28,2021-07-12,workplace,ended
KLUSTER KAMPUNG TELOSAN,3,2021-06-28,2021-07-12,community,ended
KLUSTER INDUSTRI BUNGA TANJUNG DUA,5,2021-06-28,2021-07-17,workplace,ended
KLUSTER KUBANG JELA,11,2021-06-28,2021-07-20,community,ended
KLUSTER DAH SAWI,2,2021-06-28,2021-07-24,community,ended
KLUSTER TAPAK BINA JALAN KIARA TUJUH,14,2021-06-28,2021-07-25,workplace,ended
KLUSTER TAPAK BINA LINGKARAN ECO MAJESTIC,10,2021-06-28,2021-07-28,workplace,ended
KLUSTER BUSINESS CITY,"4,5",2021-06-28,2021-07-29,workplace,ended
KLUSTER SIMPANG KOKO,13,2021-06-28,2021-08-01,community,ended
KLUSTER INDUSTRI PERSIARAN BUNGA TANJUNG SATU,5,2021-06-28,2021-08-09,workplace,ended
KLUSTER INDUSTRI JALAN LAKSAMANA SATU,10,2021-06-28,2021-08-21,workplace,ended
KLUSTER INDUSTRI TEKNOLOGI CHENG 22,"4,5",2021-06-28,2021-09-23,workplace,ended
KLUSTER JALAN PJS LAPAN,10,2021-06-29,2021-06-28,workplace,ended
KLUSTER SUNGAI LING,6,2021-06-29,2021-06-28,community,ended
KLUSTER NANGA BELUNGAI,13,2021-06-29,2021-06-28,community,ended
KLUSTER JALAN TANGGILAN,"10,16",2021-06-29,2021-06-28,education,ended
KLUSTER INDUSTRI SUNGAI CHUA SATU,10,2021-06-29,2021-06-30,workplace,ended
KLUSTER RIMBA RAJA,8,2021-06-29,2021-07-01,community,ended
KLUSTER INDUSTRI LORONG BUNGA TANJUNG SATU,5,2021-06-29,2021-07-03,workplace,ended
KLUSTER JALAN PEE KANG HAI,1,2021-06-29,2021-07-03,highRisk,ended
KLUSTER JALAN PUTRA SEMBILAN,16,2021-06-29,2021-07-04,community,ended
KLUSTER TAPAK BINA JALAN CHOO CHENG KAY,"10,14",2021-06-29,2021-07-04,workplace,ended
KLUSTER TAMAN DESA AN NUR,3,2021-06-29,2021-07-05,community,ended
KLUSTER INDUSTRI BALAKONG SEMBILAN,10,2021-06-29,2021-07-06,workplace,ended
KLUSTER TAPAK BINA JALAN TUN RAZAK,14,2021-06-29,2021-07-07,workplace,ended
KLUSTER JALAN ALOR SETAR,14,2021-06-29,2021-07-08,workplace,ended
KLUSTER BANGGOL CHICHA KETEREH,3,2021-06-29,2021-07-09,community,ended
KLUSTER MUHIBBAH MENGGATAL,12,2021-06-29,2021-07-09,community,ended
KLUSTER CAHAYA ENAM,10,2021-06-29,2021-07-09,community,ended
KLUSTER KAMPUNG JELUTONG,8,2021-06-29,2021-07-10,community,ended
KLUSTER JALAN BIDARA,1,2021-06-29,2021-07-10,community,ended
KLUSTER JALAN DATARAN SEGAR,5,2021-06-29,2021-07-12,workplace,ended
KLUSTER KAMPUNG LADA,6,2021-06-29,2021-07-13,community,ended
KLUSTER KENAWAR 69,1,2021-06-29,2021-07-14,community,ended
KLUSTER JALAN TJ 2,5,2021-06-29,2021-07-16,workplace,ended
KLUSTER JALAN EMPAT BANDAR BARU BANGI,10,2021-06-29,2021-07-22,community,ended
KLUSTER INDUSTRI BENUS,6,2021-06-29,2021-07-27,workplace,ended
KLUSTER TAPAK BINA SUNSURIA CITY,10,2021-06-29,2021-07-31,workplace,ended
KLUSTER JALAN JAYA TEMERLOH,6,2021-06-29,2021-08-09,workplace,ended
KLUSTER JALAN PPS SATU,10,2021-06-30,2021-06-29,workplace,ended
KLUSTER JALAN 14/44 PADANG TEMBAK,3,2021-06-30,2021-06-29,community,ended
KLUSTER JALAN PRIMA IMPIAN,14,2021-06-30,2021-06-29,workplace,ended
KLUSTER PARIT KEROMA,1,2021-06-30,2021-07-02,community,ended
KLUSTER KAMPUNG PANGKAL JETAS,3,2021-06-30,2021-07-02,community,ended
KLUSTER INDUSTRI JALAN IKAN DUYUNG,10,2021-06-30,2021-07-07,workplace,ended
KLUSTER BLIMBING,13,2021-06-30,2021-07-07,community,ended
KLUSTER INDUSTRI SUBANG UTAMA ENAM,10,2021-06-30,2021-07-09,workplace,ended
KLUSTER PERINDUSTRIAN MURNI EMPAT,1,2021-06-30,2021-07-09,workplace,ended
KLUSTER KAMPONG NIBONG LEMAL,3,2021-06-30,2021-07-10,community,ended
KLUSTER PASAR TTDI,14,2021-06-30,2021-07-10,workplace,ended
KLUSTER PERINDUSTRIAN RAMI SATU,1,2021-06-30,2021-07-10,workplace,ended
KLUSTER LIMBAWANG,12,2021-06-30,2021-07-11,community,ended
KLUSTER PERINDUSTRIAN 33,14,2021-06-30,2021-07-11,workplace,ended
KLUSTER JALAN EMAS PUTIH,10,2021-06-30,2021-07-14,highRisk,ended
KLUSTER JALAN THEAN TEIK,7,2021-06-30,2021-07-14,workplace,ended
KLUSTER BATU 23 CHOH,1,2021-06-30,2021-07-14,workplace,ended
KLUSTER TEMA SAAN,13,2021-06-30,2021-07-19,community,ended
KLUSTER JALAN PENAGA INDUSTRI,1,2021-06-30,2021-07-19,workplace,ended
KLUSTER PO AI,13,2021-06-30,2021-07-21,community,ended
KLUSTER MERANTI INDAH,6,2021-06-30,2021-07-21,education,ended
KLUSTER INDUSTRI JALAN MASJID BATU SEMBILAN,10,2021-06-30,2021-07-24,workplace,ended
KLUSTER INDUSTRI BIDOR,8,2021-06-30,2021-07-24,workplace,ended
KLUSTER INDUSTRI PERUSAHAAN SELESA JAYA,10,2021-07-01,2021-06-30,workplace,ended
KLUSTER DAH TANJUNG SETOL,2,2021-07-01,2021-06-30,community,ended
KLUSTER TAMAN SP MAHANG,3,2021-07-01,2021-06-30,community,ended
KLUSTER KAMPUNG BAGUS,3,2021-07-01,2021-06-30,community,ended
KLUSTER KAMPUNG REDANG GUNONG,3,2021-07-01,2021-07-01,community,ended
KLUSTER KAMPUNG HUTAN BANGGOL,3,2021-07-01,2021-07-02,community,ended
KLUSTER INDUSTRI MIEL BAYAN LEPAS,7,2021-07-01,2021-07-03,workplace,ended
KLUSTER JALAN INDUSTRI ENAM JELAPANG,8,2021-07-01,2021-07-03,workplace,ended
KLUSTER JALAN SIN CHEW KEE,14,2021-07-01,2021-07-04,workplace,ended
KLUSTER DAH MAWAR BIRU,"2,7",2021-07-01,2021-07-05,workplace,ended
KLUSTER INDUSTRI BALAKONG EMPAT,10,2021-07-01,2021-07-09,workplace,ended
KLUSTER KAMPUNG TELOK KEMANG,1,2021-07-01,2021-07-15,workplace,ended
KLUSTER LORONG PERUSAHAAN MAJU LAPAN,7,2021-07-01,2021-07-19,workplace,ended
KLUSTER JALAN RESIDENSI,7,2021-07-01,2021-07-19,highRisk,ended
KLUSTER JALAN LAGENDA,1,2021-07-01,2021-07-20,community,ended
KLUSTER DAH BATIK INDUSTRI SUNGAI PETANI,2,2021-07-01,2021-07-20,workplace,ended
KLUSTER KAMPUNG TENGAH TANAH MERAH,3,2021-07-01,2021-07-21,community,ended
KLUSTER DAH LIMA INDUSTRI SUNGAI PETANI,2,2021-07-01,2021-07-24,workplace,ended
KLUSTER NAHABA 2,12,2021-07-01,2021-07-25,community,ended
KLUSTER SERI SEMARAK,14,2021-07-01,2021-08-10,community,ended
KLUSTER JALAN PERUSAHAAN MAJU SEMBILAN,"7,8",2021-07-01,2021-09-07,workplace,ended
KLUSTER SUNGAI GAMONG,13,2021-07-02,2021-07-01,community,ended
KLUSTER KAMPUNG SUNGAI HILIR PERUPOK,3,2021-07-02,2021-07-01,community,ended
KLUSTER JALAN ORKID,10,2021-07-02,2021-07-05,highRisk,ended
KLUSTER DAMAI 16,1,2021-07-02,2021-07-06,workplace,ended
KLUSTER PERDAGANGAN HARMONI SATU,10,2021-07-02,2021-07-10,workplace,ended
KLUSTER TINGKAT PERUSAHAAN 4A,7,2021-07-02,2021-07-11,workplace,ended
KLUSTER JALAN MASJID INDIA,14,2021-07-02,2021-07-12,workplace,ended
KLUSTER KOMPLEKS FASA DUA,1,2021-07-02,2021-07-14,community,ended
KLUSTER PERSIARAN SOGA,1,2021-07-02,2021-07-17,highRisk,ended
KLUSTER TANJUNG PITAS,12,2021-07-02,2021-07-18,community,ended
KLUSTER JALAN BY PASS BATU ANAM,1,2021-07-02,2021-07-18,workplace,ended
KLUSTER KELULI INDUSTRI TIGA,1,2021-07-02,2021-07-19,workplace,ended
KLUSTER KAMPUNG PAHI KUALA KRAI,3,2021-07-02,2021-07-20,community,ended
KLUSTER KILOMETER 85 MUKAH,13,2021-07-02,2021-07-22,workplace,ended
KLUSTER JALAN BESAR TERAS JERNANG,10,2021-07-02,2021-07-22,workplace,ended
KLUSTER TAPAK BINA PERSIARAN INSTITUSI,"10,16",2021-07-02,2021-07-24,workplace,ended
KLUSTER PERSIARAN MARDI,"10,16",2021-07-02,2021-10-05,highRisk,ended
KLUSTER KAMPUNG JAYA SETIA BADANG,3,2021-07-03,2021-07-03,community,ended
KLUSTER ZONE B SELATAN,10,2021-07-03,2021-07-05,workplace,ended
KLUSTER NUSA PERINTIS ENAM,1,2021-07-03,2021-07-07,workplace,ended
KLUSTER PERINDUSTRIAN BAKRI TIGA,1,2021-07-03,2021-07-09,workplace,ended
KLUSTER INDUSTRI JALAN TECH VALLEY SATU,5,2021-07-03,2021-07-11,workplace,ended
